Date,AAPL Close Price,AAPL Open Price,NASDAQ,DJIA,S&P 500,Real GDP ($B),Unemployment Rate,Interest Rate,CPI
2011-01-26,44.032,43.912,2739.5,11985.44,1296.63,15750.625,9.3,0.17,92.4739575642254
2011-01-27,43.953,44.038999999999994,2755.28,11989.83,1299.54,15750.625,9.3,0.17,92.4739575642254
2011-01-28,43.042,44.095,2686.89,11823.7,1276.34,15750.625,9.3,0.17,92.4739575642254
2011-01-31,43.455,43.019,2700.08,11891.93,1286.12,15750.625,9.3,0.17,92.4739575642254
2011-02-01,44.187,43.74,2751.19,12040.16,1307.59,15750.625,9.0,0.18,93.3726272798998
2011-02-02,44.093,44.111999999999995,2749.56,12041.97,1304.03,15750.625,9.0,0.18,93.3726272798998
2011-02-03,43.982,44.016999999999996,2753.88,12062.26,1307.1,15750.625,9.0,0.17,93.3726272798998
2011-02-04,44.373000000000005,44.003,2769.3,12092.15,1310.87,15750.625,9.0,0.17,93.3726272798998
2011-02-07,45.062,44.566,2783.99,12161.63,1319.05,15750.625,9.0,0.17,93.3726272798998
2011-02-08,45.486999999999995,45.273,2797.05,12233.15,1324.57,15750.625,9.0,0.16,93.3726272798998
2011-02-09,45.867,45.486000000000004,2789.07,12239.89,1320.88,15750.625,9.0,0.15,93.3726272798998
2011-02-10,45.402,45.821999999999996,2790.45,12229.29,1321.87,15750.625,9.0,0.15,93.3726272798998
2011-02-11,45.7,45.443000000000005,2809.44,12273.26,1329.15,15750.625,9.0,0.15,93.3726272798998
2011-02-14,45.997,45.693999999999996,2817.18,12268.19,1332.32,15750.625,9.0,0.15,93.3726272798998
2011-02-15,46.09,46.001000000000005,2804.35,12226.64,1328.01,15750.625,9.0,0.16,93.3726272798998
2011-02-16,46.501999999999995,46.193000000000005,2825.56,12288.17,1336.32,15750.625,9.0,0.15,93.3726272798998
2011-02-17,45.88399999999999,45.725,2831.58,12318.14,1340.43,15750.625,9.0,0.15,93.3726272798998
2011-02-18,44.893,45.88399999999999,2833.95,12391.25,1343.01,15750.625,9.0,0.15,93.3726272798998
2011-02-22,43.363,43.78,2756.42,12212.79,1315.44,15750.625,9.0,0.15,93.3726272798998
2011-02-23,43.876999999999995,43.367,2722.99,12105.78,1307.4,15750.625,9.0,0.15,93.3726272798998
2011-02-24,43.91,44.053000000000004,2737.9,12068.5,1306.1,15750.625,9.0,0.15,93.3726272798998
2011-02-25,44.586000000000006,44.223,2781.05,12130.45,1319.88,15750.625,9.0,0.15,93.3726272798998
2011-02-28,45.232,44.971000000000004,2782.27,12226.34,1327.22,15750.625,9.0,0.16,93.3726272798998
2011-03-01,44.733999999999995,45.497,2737.41,12058.02,1306.33,15750.625,9.0,0.15,94.283110494184
2011-03-02,45.093,44.815,2748.07,12066.8,1308.44,15750.625,9.0,0.16,94.283110494184
2011-03-03,46.04600000000001,45.773999999999994,2798.74,12258.2,1330.97,15750.625,9.0,0.15,94.283110494184
2011-03-04,46.103,46.04600000000001,2784.67,12169.88,1321.15,15750.625,9.0,0.15,94.283110494184
2011-03-07,45.50899999999999,46.306999999999995,2745.63,12090.03,1310.13,15750.625,9.0,0.14,94.283110494184
2011-03-08,45.559,45.43600000000001,2765.77,12214.38,1321.82,15750.625,9.0,0.14,94.283110494184
2011-03-09,45.138999999999996,45.422,2751.72,12213.09,1320.02,15750.625,9.0,0.14,94.283110494184
2011-03-10,44.394,44.691,2701.02,11984.61,1295.11,15750.625,9.0,0.14,94.283110494184
2011-03-11,45.078,44.185,2715.61,12044.4,1304.28,15750.625,9.0,0.13,94.283110494184
2011-03-14,45.278,45.19,2700.97,11993.16,1296.39,15750.625,9.0,0.14,94.283110494184
2011-03-15,44.235,43.775,2667.33,11855.42,1281.87,15750.625,9.0,0.14,94.283110494184
2011-03-16,42.261,43.776,2616.82,11613.3,1256.88,15750.625,9.0,0.14,94.283110494184
2011-03-17,42.854,43.148,2636.05,11774.59,1273.72,15750.625,9.0,0.14,94.283110494184
2011-03-18,42.346000000000004,43.141999999999996,2643.67,11858.52,1279.2,15750.625,9.0,0.15,94.283110494184
2011-03-21,43.452,43.04600000000001,2692.09,12036.53,1298.38,15750.625,9.0,0.14,94.283110494184
2011-03-22,43.696000000000005,43.871,2683.87,12018.63,1293.77,15750.625,9.0,0.14,94.283110494184
2011-03-23,43.43600000000001,43.445,2698.3,12086.02,1297.54,15750.625,9.0,0.14,94.283110494184
2011-03-24,44.178999999999995,43.778,2736.42,12170.56,1309.66,15750.625,9.0,0.13,94.283110494184
2011-03-25,45.019,44.568999999999996,2743.06,12220.59,1313.8,15750.625,9.0,0.13,94.283110494184
2011-03-28,44.876999999999995,45.236000000000004,2730.68,12197.88,1310.19,15750.625,9.0,0.13,94.283110494184
2011-03-29,44.945,44.503,2756.89,12279.01,1319.44,15750.625,9.0,0.13,94.283110494184
2011-03-30,44.646,44.913000000000004,2776.79,12350.61,1328.26,15750.625,9.0,0.13,94.283110494184
2011-03-31,44.631,44.363,2781.07,12319.73,1325.83,15750.625,9.0,0.1,94.283110494184
2011-04-01,44.126000000000005,44.961999999999996,2789.6,12376.72,1332.41,15825.096,9.1,0.11,94.890239940595
2011-04-04,43.695,44.126000000000005,2789.19,12400.03,1332.87,15825.096,9.1,0.09,94.890239940595
2011-04-05,43.401,43.096000000000004,2791.19,12393.9,1332.63,15825.096,9.1,0.09,94.890239940595
2011-04-06,43.291000000000004,43.725,2799.82,12426.75,1335.54,15825.096,9.1,0.1,94.890239940595
2011-04-07,43.294,43.293,2796.14,12409.49,1333.51,15825.096,9.1,0.1,94.890239940595
2011-04-08,42.908,43.538000000000004,2780.42,12380.05,1328.17,15825.096,9.1,0.09,94.890239940595
2011-04-11,42.364,42.842,2771.51,12381.11,1324.46,15825.096,9.1,0.09,94.890239940595
2011-04-12,42.568000000000005,42.349,2744.79,12263.58,1314.16,15825.096,9.1,0.08,94.890239940595
2011-04-13,43.04600000000001,42.882,2761.52,12270.99,1314.41,15825.096,9.1,0.08,94.890239940595
2011-04-14,42.57,42.855,2760.22,12285.15,1314.52,15825.096,9.1,0.09,94.890239940595
2011-04-15,41.93600000000001,42.724,2764.65,12341.83,1319.68,15825.096,9.1,0.12,94.890239940595
2011-04-18,42.498000000000005,41.758,2735.38,12201.59,1305.14,15825.096,9.1,0.1,94.890239940595
2011-04-19,43.266999999999996,42.677,2744.97,12266.75,1312.62,15825.096,9.1,0.11,94.890239940595
2011-04-20,43.849,44.019,2802.51,12453.54,1330.36,15825.096,9.1,0.1,94.890239940595
2011-04-21,44.911,45.381,2820.16,12505.99,1337.38,15825.096,9.1,0.1,94.890239940595
2011-04-25,45.208,44.887,2825.88,12479.88,1335.25,15825.096,9.1,0.1,94.890239940595
2011-04-26,44.875,45.281000000000006,2847.54,12595.37,1347.24,15825.096,9.1,0.09,94.890239940595
2011-04-27,44.842,45.114,2869.88,12690.96,1355.66,15825.096,9.1,0.09,94.890239940595
2011-04-28,44.405,44.336000000000006,2872.53,12763.31,1360.48,15825.096,9.1,0.09,94.890239940595
2011-04-29,44.84,44.44,2873.54,12810.54,1363.61,15825.096,9.1,0.09,94.890239940595
2011-05-02,44.347,44.785,2864.08,12807.36,1361.22,15825.096,9.1,0.09,94.890239940595
2011-05-03,44.59,44.555,2841.62,12807.51,1356.62,15825.096,9.1,0.09,94.890239940595
2011-05-04,44.766000000000005,44.603,2828.23,12723.58,1347.32,15825.096,9.1,0.09,94.890239940595
2011-05-05,44.405,44.608999999999995,2814.72,12584.17,1335.1,15825.096,9.1,0.09,94.890239940595
2011-05-06,44.391999999999996,44.802,2827.56,12638.74,1340.2,15825.096,9.1,0.09,94.890239940595
2011-05-09,44.515,44.55,2843.25,12684.68,1346.29,15825.096,9.1,0.09,94.890239940595
2011-05-10,44.751999999999995,44.67,2871.89,12760.36,1357.16,15825.096,9.1,0.09,94.890239940595
2011-05-11,44.466,44.713,2845.06,12630.03,1342.08,15825.096,9.1,0.09,94.890239940595
2011-05-12,44.382,44.369,2863.04,12695.92,1348.65,15825.096,9.1,0.09,94.890239940595
2011-05-13,43.605,44.282,2828.47,12595.75,1337.77,15825.096,9.1,0.09,94.890239940595
2011-05-16,42.681999999999995,43.438,2782.31,12548.37,1329.47,15825.096,9.1,0.1,94.890239940595
2011-05-17,43.048,42.516000000000005,2783.21,12479.58,1328.98,15825.096,9.1,0.09,94.890239940595
2011-05-18,43.523999999999994,43.093,2815.0,12560.18,1340.68,15825.096,9.1,0.1,94.890239940595
2011-05-19,43.608999999999995,43.801,2823.31,12605.32,1343.6,15825.096,9.1,0.09,94.890239940595
2011-05-20,42.928000000000004,43.51,2803.32,12512.04,1333.27,15825.096,9.1,0.1,94.890239940595
2011-05-23,42.824,42.266000000000005,2758.9,12381.26,1317.37,15825.096,9.1,0.1,94.890239940595
2011-05-24,42.541000000000004,42.961000000000006,2746.16,12356.21,1316.28,15825.096,9.1,0.1,94.890239940595
2011-05-25,43.126999999999995,42.681999999999995,2761.38,12394.66,1320.47,15825.096,9.1,0.09,94.890239940595
2011-05-26,42.902,43.001000000000005,2782.92,12402.76,1325.69,15825.096,9.1,0.09,94.890239940595
2011-05-27,43.21,42.875,2796.86,12441.58,1331.1,15825.096,9.1,0.1,94.890239940595
2011-05-31,44.545,43.708,2835.3,12569.79,1345.2,15825.096,9.1,0.1,94.890239940595
2011-06-01,44.246,44.708,2769.19,12290.14,1314.55,15825.096,9.1,0.1,95.2345190429378
2011-06-02,44.325,44.379,2773.31,12248.55,1312.94,15825.096,9.1,0.1,95.2345190429378
2011-06-03,43.982,43.946999999999996,2732.78,12151.26,1300.16,15825.096,9.1,0.11,95.2345190429378
2011-06-06,43.291000000000004,44.27,2702.56,12089.96,1286.17,15825.096,9.1,0.1,95.2345190429378
2011-06-07,42.521,43.303000000000004,2701.56,12070.81,1284.94,15825.096,9.1,0.09,95.2345190429378
2011-06-08,42.54600000000001,42.516000000000005,2675.38,12048.94,1279.56,15825.096,9.1,0.09,95.2345190429378
2011-06-09,42.452,42.68,2684.87,12124.36,1289.0,15825.096,9.1,0.09,95.2345190429378
2011-06-10,41.735,42.336999999999996,2643.73,11951.91,1270.98,15825.096,9.1,0.09,95.2345190429378
2011-06-13,41.827,41.901,2639.69,11952.97,1271.83,15825.096,9.1,0.1,95.2345190429378
2011-06-14,42.573,42.266000000000005,2678.72,12076.11,1287.87,15825.096,9.1,0.1,95.2345190429378
2011-06-15,41.843,42.181999999999995,2631.46,11897.27,1265.42,15825.096,9.1,0.1,95.2345190429378
2011-06-16,41.641000000000005,41.849,2623.7,11961.52,1267.64,15825.096,9.1,0.1,95.2345190429378
2011-06-17,41.013000000000005,42.143,2616.48,12004.36,1271.5,15825.096,9.1,0.1,95.2345190429378
2011-06-20,40.381,40.634,2629.66,12080.38,1278.36,15825.096,9.1,0.09,95.2345190429378
2011-06-21,41.658,40.536,2687.26,12190.01,1295.52,15825.096,9.1,0.09,95.2345190429378
2011-06-22,41.312,41.621,2669.19,12109.67,1287.14,15825.096,9.1,0.09,95.2345190429378
2011-06-23,42.418,40.844,2686.75,12050.0,1283.5,15825.096,9.1,0.08,95.2345190429378
2011-06-24,41.793,42.453,2652.89,11934.58,1268.45,15825.096,9.1,0.08,95.2345190429378
2011-06-27,42.521,41.956,2688.28,12043.56,1280.1,15825.096,9.1,0.08,95.2345190429378
2011-06-28,42.934,42.72,2729.31,12188.69,1296.67,15825.096,9.1,0.08,95.2345190429378
2011-06-29,42.776,43.052,2740.49,12261.42,1307.41,15825.096,9.1,0.07,95.2345190429378
2011-06-30,42.985,42.827,2773.52,12414.34,1320.64,15825.096,9.1,0.07,95.2345190429378
2011-07-01,43.96,43.021,2816.03,12582.77,1339.67,15820.7,9.0,0.08,95.318901175865
2011-07-05,44.748999999999995,43.922,2825.77,12569.87,1337.88,15820.7,9.0,0.08,95.318901175865
2011-07-06,45.04600000000001,44.692,2834.02,12626.02,1339.22,15820.7,9.0,0.07,95.318901175865
2011-07-07,45.744,45.437,2872.66,12719.49,1353.22,15820.7,9.0,0.07,95.318901175865
2011-07-08,46.06399999999999,45.273,2859.81,12657.2,1343.8,15820.7,9.0,0.07,95.318901175865
2011-07-11,45.333999999999996,45.651,2802.62,12505.76,1319.49,15820.7,9.0,0.07,95.318901175865
2011-07-12,45.302,45.271,2781.91,12446.88,1313.64,15820.7,9.0,0.06,95.318901175865
2011-07-13,45.848,45.888999999999996,2796.92,12491.61,1317.72,15820.7,9.0,0.06,95.318901175865
2011-07-14,45.815,46.218,2762.67,12437.12,1308.87,15820.7,9.0,0.06,95.318901175865
2011-07-15,46.73,46.229,2789.8,12479.73,1316.14,15820.7,9.0,0.06,95.318901175865
2011-07-18,47.868,46.798,2765.11,12385.16,1305.44,15820.7,9.0,0.06,95.318901175865
2011-07-19,48.25899999999999,48.397,2826.52,12587.42,1326.73,15820.7,9.0,0.06,95.318901175865
2011-07-20,49.548,50.72,2814.23,12571.91,1325.84,15820.7,9.0,0.06,95.318901175865
2011-07-21,49.598,49.563,2834.43,12724.41,1343.8,15820.7,9.0,0.06,95.318901175865
2011-07-22,50.367,49.729,2858.83,12681.16,1345.02,15820.7,9.0,0.06,95.318901175865
2011-07-25,51.034,49.967,2842.8,12592.8,1337.43,15820.7,9.0,0.06,95.318901175865
2011-07-26,51.659,51.224,2839.96,12501.3,1331.94,15820.7,9.0,0.06,95.318901175865
2011-07-27,50.276,51.266000000000005,2764.79,12302.55,1304.89,15820.7,9.0,0.07,95.318901175865
2011-07-28,50.176,50.152,2766.25,12240.11,1300.67,15820.7,9.0,0.08,95.318901175865
2011-07-29,50.006,49.626999999999995,2756.38,12143.24,1292.28,15820.7,9.0,0.11,95.318901175865
2011-08-01,50.808,50.968,2744.61,12132.49,1286.94,15820.7,9.0,0.17,95.5817515199332
2011-08-02,49.805,50.946999999999996,2669.24,11866.62,1254.05,15820.7,9.0,0.16,95.5817515199332
2011-08-03,50.273,50.083,2693.07,11896.44,1260.34,15820.7,9.0,0.12,95.5817515199332
2011-08-04,48.328,49.845,2556.39,11383.68,1200.07,15820.7,9.0,0.09,95.5817515199332
2011-08-05,47.846000000000004,48.651,2532.41,11444.61,1199.38,15820.7,9.0,0.08,95.5817515199332
2011-08-08,45.232,46.28,2357.69,10809.85,1119.46,15820.7,9.0,0.11,95.5817515199332
2011-08-09,47.897,46.33,2482.52,11239.77,1172.53,15820.7,9.0,0.1,95.5817515199332
2011-08-10,46.575,47.512,2381.05,10719.94,1120.76,15820.7,9.0,0.1,95.5817515199332
2011-08-11,47.855,47.452,2492.68,11143.31,1172.64,15820.7,9.0,0.09,95.5817515199332
2011-08-12,48.278,48.458999999999996,2507.98,11269.02,1178.81,15820.7,9.0,0.1,95.5817515199332
2011-08-15,49.1,48.62,2555.2,11482.9,1204.49,15820.7,9.0,0.1,95.5817515199332
2011-08-16,48.725,48.854,2523.45,11405.93,1192.76,15820.7,9.0,0.09,95.5817515199332
2011-08-17,48.718999999999994,48.967,2511.48,11410.21,1193.89,15820.7,9.0,0.09,95.5817515199332
2011-08-18,46.876999999999995,47.472,2380.43,10990.58,1140.65,15820.7,9.0,0.09,95.5817515199332
2011-08-19,45.592,46.323,2341.84,10817.65,1123.53,15820.7,9.0,0.09,95.5817515199332
2011-08-22,45.645,46.696999999999996,2345.38,10854.65,1123.82,15820.7,9.0,0.09,95.5817515199332
2011-08-23,47.843999999999994,46.141000000000005,2446.06,11176.76,1162.35,15820.7,9.0,0.08,95.5817515199332
2011-08-24,48.176,47.826,2467.69,11320.71,1177.6,15820.7,9.0,0.08,95.5817515199332
2011-08-25,47.858000000000004,46.743,2419.63,11149.82,1159.27,15820.7,9.0,0.08,95.5817515199332
2011-08-26,49.123000000000005,47.534,2479.85,11284.54,1176.8,15820.7,9.0,0.09,95.5817515199332
2011-08-29,49.93899999999999,49.708999999999996,2562.11,11539.25,1210.08,15820.7,9.0,0.09,95.5817515199332
2011-08-30,49.941,49.72,2576.11,11559.95,1212.92,15820.7,9.0,0.08,95.5817515199332
2011-08-31,49.282,50.07,2579.46,11613.53,1218.89,15820.7,9.0,0.08,95.5817515199332
2011-09-01,48.795,49.42,2546.04,11493.57,1204.42,15820.7,9.0,0.08,95.7268887885679
2011-09-02,47.901,48.016999999999996,2480.33,11240.26,1173.97,15820.7,9.0,0.08,95.7268887885679
2011-09-06,48.628,47.01,2473.83,11139.3,1165.24,15820.7,9.0,0.09,95.7268887885679
2011-09-07,49.168,49.356,2548.94,11414.86,1198.62,15820.7,9.0,0.09,95.7268887885679
2011-09-08,49.193000000000005,48.973,2529.14,11295.81,1185.9,15820.7,9.0,0.09,95.7268887885679
2011-09-09,48.341,49.191,2467.99,10992.13,1154.23,15820.7,9.0,0.09,95.7268887885679
2011-09-12,48.656000000000006,47.831,2495.09,11061.12,1162.27,15820.7,9.0,0.09,95.7268887885679
2011-09-13,49.254,48.938,2532.15,11105.85,1172.87,15820.7,9.0,0.09,95.7268887885679
2011-09-14,49.856,49.563,2572.55,11246.73,1188.68,15820.7,9.0,0.08,95.7268887885679
2011-09-15,50.321999999999996,50.145,2607.07,11433.18,1209.11,15820.7,9.0,0.09,95.7268887885679
2011-09-16,51.288000000000004,50.714,2622.31,11509.09,1216.01,15820.7,9.0,0.09,95.7268887885679
2011-09-19,52.714,50.828,2612.83,11401.01,1204.09,15820.7,9.0,0.09,95.7268887885679
2011-09-20,52.946999999999996,53.191,2590.24,11408.66,1202.09,15820.7,9.0,0.09,95.7268887885679
2011-09-21,52.778999999999996,53.75,2538.19,11124.84,1166.76,15820.7,9.0,0.08,95.7268887885679
2011-09-22,51.456,51.353,2455.67,10733.83,1129.56,15820.7,9.0,0.08,95.7268887885679
2011-09-23,51.776,51.257,2483.23,10771.48,1136.43,15820.7,9.0,0.08,95.7268887885679
2011-09-26,51.631,51.236999999999995,2516.69,11043.86,1162.95,15820.7,9.0,0.08,95.7268887885679
2011-09-27,51.129,52.373000000000005,2546.83,11190.69,1175.38,15820.7,9.0,0.08,95.7268887885679
2011-09-28,50.843,51.284,2491.58,11010.9,1151.06,15820.7,9.0,0.08,95.7268887885679
2011-09-29,50.016999999999996,51.478,2480.76,11153.98,1160.4,15820.7,9.0,0.08,95.7268887885679
2011-09-30,48.831,49.576,2415.4,10913.38,1131.42,15820.7,9.0,0.06,95.7268887885679
2011-10-03,47.973,48.708999999999996,2335.83,10655.3,1099.23,15820.7,9.0,0.08,95.7268887885679
2011-10-04,47.70399999999999,48.011,2404.82,10808.71,1123.95,15820.7,9.0,0.07,95.7268887885679
2011-10-05,48.44,47.108000000000004,2460.51,10939.95,1144.03,15820.7,9.0,0.07,95.7268887885679
2011-10-06,48.328,47.773999999999994,2506.82,11123.33,1164.97,15820.7,9.0,0.07,95.7268887885679
2011-10-07,47.356,48.121,2479.35,11103.12,1155.46,15820.7,9.0,0.07,95.7268887885679
2011-10-10,49.793,48.559,2566.05,11433.18,1194.89,15820.7,9.0,0.07,95.7268887885679
2011-10-11,51.262,50.273999999999994,2583.03,11416.3,1195.54,15820.7,9.0,0.07,95.7268887885679
2011-10-12,51.505,52.174,2604.73,11518.85,1207.25,15820.7,9.0,0.07,95.7268887885679
2011-10-13,52.303999999999995,51.87,2620.24,11478.13,1203.66,15820.7,9.0,0.07,95.7268887885679
2011-10-14,54.043,53.402,2667.85,11644.49,1224.58,15820.7,9.0,0.07,95.7268887885679
2011-10-17,53.786,53.968,2614.92,11397.0,1200.86,15820.7,9.0,0.07,95.7268887885679
2011-10-18,54.075,53.988,2657.43,11577.05,1225.38,15820.7,9.0,0.07,95.7268887885679
2011-10-19,51.05,51.411,2604.04,11504.62,1209.88,15820.7,9.0,0.07,95.7268887885679
2011-10-20,50.623000000000005,51.224,2598.62,11541.78,1215.39,15820.7,9.0,0.07,95.7268887885679
2011-10-21,50.31100000000001,51.008,2637.46,11808.79,1238.25,15820.7,9.0,0.07,95.7268887885679
2011-10-24,51.964,50.723,2699.44,11913.62,1254.19,15820.7,9.0,0.07,95.7268887885679
2011-10-25,50.93899999999999,51.873000000000005,2638.42,11706.62,1229.05,15820.7,9.0,0.07,95.7268887885679
2011-10-26,51.301,51.478,2650.67,11869.04,1242.0,15820.7,9.0,0.08,95.7268887885679
2011-10-27,51.826,52.229,2738.63,12208.55,1284.59,15820.7,9.0,0.07,95.7268887885679
2011-10-28,51.858000000000004,51.608000000000004,2737.15,12231.11,1285.09,15820.7,9.0,0.07,95.7268887885679
2011-10-31,51.838,51.494,2684.41,11955.01,1253.3,15820.7,9.0,0.09,95.7268887885679
2011-11-01,50.776,50.905,2606.96,11657.96,1218.28,15820.7,8.6,0.08,95.4488496605728
2011-11-02,50.893,51.245,2639.98,11836.04,1237.9,15820.7,8.6,0.08,95.4488496605728
2011-11-03,51.618,51.131,2697.97,12044.47,1261.15,15820.7,8.6,0.09,95.4488496605728
2011-11-04,51.256,51.528,2686.15,11983.24,1253.23,15820.7,8.6,0.08,95.4488496605728
2011-11-07,51.18899999999999,51.214,2695.25,12068.39,1261.12,15820.7,8.6,0.08,95.4488496605728
2011-11-08,52.023,51.508,2727.49,12170.18,1275.92,15820.7,8.6,0.08,95.4488496605728
2011-11-09,50.621,50.842,2621.65,11780.94,1229.1,15820.7,8.6,0.08,95.4488496605728
2011-11-10,49.333999999999996,50.856,2625.15,11893.79,1239.69,15820.7,8.6,0.08,95.4488496605728
2011-11-11,49.254,49.528999999999996,2678.75,12153.68,1263.85,15820.7,8.6,0.08,95.4488496605728
2011-11-14,48.57,49.187,2657.22,12078.98,1251.78,15820.7,8.6,0.08,95.4488496605728
2011-11-15,49.79600000000001,48.768,2686.2,12096.16,1257.81,15820.7,8.6,0.09,95.4488496605728
2011-11-16,49.273999999999994,49.873000000000005,2639.61,11905.59,1236.91,15820.7,8.6,0.08,95.4488496605728
2011-11-17,48.333,49.167,2587.99,11770.73,1216.13,15820.7,8.6,0.08,95.4488496605728
2011-11-18,48.016999999999996,48.523999999999994,2572.5,11796.16,1215.65,15820.7,8.6,0.08,95.4488496605728
2011-11-21,47.258,47.413000000000004,2523.14,11547.31,1192.98,15820.7,8.6,0.08,95.4488496605728
2011-11-22,48.217,47.547,2521.28,11493.72,1188.04,15820.7,8.6,0.08,95.4488496605728
2011-11-23,46.998000000000005,47.985,2460.08,11257.55,1161.79,15820.7,8.6,0.09,95.4488496605728
2011-11-25,46.56,47.151,2441.51,11231.78,1158.67,15820.7,8.6,0.07,95.4488496605728
2011-11-28,48.168,47.685,2527.34,11523.01,1192.55,15820.7,8.6,0.08,95.4488496605728
2011-11-29,47.794,48.101000000000006,2515.51,11555.63,1195.19,15820.7,8.6,0.08,95.4488496605728
2011-11-30,48.945,48.793,2620.34,12045.68,1246.96,15820.7,8.6,0.1,95.4488496605728
2011-12-01,49.678000000000004,48.977,2626.2,12020.03,1244.58,15820.7,8.5,0.08,95.213423509706
2011-12-02,49.905,49.973,2626.93,12019.42,1244.28,15820.7,8.5,0.08,95.213423509706
2011-12-05,50.328,50.39,2655.76,12097.83,1257.08,15820.7,8.5,0.08,95.213423509706
2011-12-06,50.065,50.27,2649.56,12150.13,1258.47,15820.7,8.5,0.08,95.213423509706
2011-12-07,49.828,49.905,2649.21,12196.37,1261.01,15820.7,8.5,0.08,95.213423509706
2011-12-08,50.028,50.133,2596.38,11997.7,1234.35,15820.7,8.5,0.07,95.213423509706
2011-12-09,50.407,50.291000000000004,2646.85,12184.26,1255.19,15820.7,8.5,0.07,95.213423509706
2011-12-12,50.178999999999995,50.158,2612.26,12021.39,1236.47,15820.7,8.5,0.07,95.213423509706
2011-12-13,49.793,50.309,2579.27,11954.94,1225.73,15820.7,8.5,0.07,95.213423509706
2011-12-14,48.68899999999999,49.522,2539.31,11823.48,1211.82,15820.7,8.5,0.07,95.213423509706
2011-12-15,48.53,49.09,2541.01,11868.81,1215.75,15820.7,8.5,0.07,95.213423509706
